customer_ID,shopping_pt,group_size,homeowner,car_age,married_couple,cost
10094284,7,1,1,48,0,614
10094285,9,2,1,2,1,632
10094287,9,1,0,8,0,628
10094288,8,2,1,2,1,612
10094289,5,1,1,6,0,638
10094291,4,1,1,5,0,645
10094294,9,1,1,9,0,562
10094295,8,1,1,0,0,700
10094296,7,1,1,5,0,657
10094297,5,1,1,10,1,599
10094300,7,1,0,2,0,622
10094301,4,1,1,14,0,609
10094304,5,2,1,15,1,617
10094306,6,2,1,5,1,627
10094308,9,1,1,7,0,663
10094311,9,1,0,1,0,664
10094312,8,1,0,7,0,651
10094313,7,1,0,7,0,708
10094314,5,1,0,7,0,715
10094315,8,1,0,5,0,645
10094318,8,1,0,2,0,671
10094321,9,1,0,8,0,660
10094323,7,2,1,1,1,597
10094325,9,2,0,7,1,619
10094326,5,1,1,9,0,583
10094327,8,1,0,13,0,656
10094328,7,1,1,8,0,609
10094329,9,1,0,4,0,713
10094330,5,1,0,4,0,682
10094331,5,2,0,11,0,606
10094332,7,3,1,1,1,652
10094334,4,1,0,4,0,692
10094335,7,1,1,12,0,600
10068236,8,1,1,1,0,673
10068238,7,1,0,11,0,637
10068239,8,1,0,6,0,661
10068240,4,1,0,9,0,627
10068244,5,1,1,14,0,578
10068245,5,1,1,2,0,590
10068246,8,1,1,5,0,661
10068249,6,1,1,6,0,693
10068251,7,1,1,17,0,654
10068253,6,1,1,9,0,600
10068254,7,1,1,13,0,643
10068255,3,2,1,10,1,563
10068257,8,2,1,1,1,613
10068258,9,1,1,7,0,583
10068259,8,1,0,2,0,689
10068260,7,1,0,2,0,682
10068261,4,1,1,11,0,639
10068264,8,1,0,9,0,628
10068266,7,2,1,3,1,638
10068267,9,1,0,7,0,630
10068269,8,1,0,8,0,619
10068270,9,1,0,3,0,627
10068271,7,2,0,1,0,646
10068278,9,2,1,4,1,595
10068280,7,1,1,9,0,620
10068281,7,1,0,4,0,601
10068282,6,1,0,12,0,595
10068284,3,1,1,10,0,575
10068285,7,2,0,2,1,660
10068288,8,1,0,2,0,656
10068289,9,2,1,2,1,587
10068290,5,1,1,8,0,656
10068293,8,1,0,11,0,640
10068295,3,1,0,7,0,645
10068296,8,1,0,10,0,634
10068298,8,1,1,14,0,633
10068299,7,1,0,6,0,640
10068300,7,1,1,15,0,645
10068301,5,1,1,6,0,671
10068302,7,1,1,7,0,650
10068303,6,1,1,6,0,617
10068304,4,2,0,9,1,654
10068305,4,1,1,6,0,671
10068306,6,1,0,8,0,649
10068307,4,1,0,2,0,621
10068309,6,1,0,10,0,588
10068310,6,1,0,2,0,695
10068312,8,1,0,2,0,589
10068313,6,1,0,1,0,717
10068315,9,1,1,8,0,656
10068318,5,1,1,5,0,575
10068319,6,1,1,12,0,612
10068320,8,1,0,1,0,701
10068322,6,1,1,5,0,583
10068323,9,1,0,8,0,718
10068324,8,1,1,1,0,609
10068326,7,2,1,3,1,675
10068327,4,1,0,1,0,694
10068328,9,1,0,1,0,654
10068330,6,1,0,20,0,603
10068331,6,1,1,3,0,633
10068333,6,1,0,4,0,748
10068335,6,1,1,9,0,645
10068338,8,1,0,11,0,647
10068339,7,1,1,1,0,583
10068340,4,1,1,3,0,628
10068341,6,1,0,1,0,703
10068342,6,2,1,12,1,579
10068343,9,1,0,10,0,690
10068348,3,1,1,3,0,625
10068349,7,1,0,1,0,709
10068350,5,1,0,11,0,617
10068351,4,4,1,7,1,612
10068353,9,1,1,15,0,537
10068355,5,1,1,10,0,563
10068356,9,1,0,12,0,657
10068358,6,2,0,5,1,641
10068359,9,1,1,10,0,602
10068360,9,1,1,9,0,613
10068362,8,1,1,27,0,600
10068363,7,1,1,0,0,623
10068365,4,1,1,10,0,613
10068366,7,1,0,13,0,704
10068370,9,1,0,4,0,727
10068372,9,1,1,11,0,606
10068373,8,1,1,3,0,661
10068374,7,1,0,7,0,620
10068375,4,2,1,2,1,622
10068377,7,1,1,13,0,699
10068378,8,1,1,2,0,671
10068379,5,1,0,7,0,680
10068380,7,1,1,16,0,624
10068381,7,1,0,8,0,641
10068383,3,1,1,7,0,651
10068384,6,1,1,15,0,537
10068387,7,1,1,3,0,601
10068389,7,2,1,8,1,611
10068390,9,1,0,1,0,681
10068392,7,2,1,18,1,564
10068393,7,1,1,14,0,571
10068395,8,1,1,7,0,623
10068396,7,1,0,10,0,565
10068397,7,1,0,6,0,603
10068398,9,1,0,11,0,703
10068399,6,1,1,1,0,631
10068402,7,1,0,8,0,713
10068404,4,1,1,5,0,645
10068405,7,1,0,8,0,685
10068406,4,1,0,7,0,654
10068407,9,2,0,1,1,685
10068409,7,2,1,5,0,714
10068410,8,2,1,4,1,665
10068411,5,2,1,2,1,618
10068415,6,1,0,0,0,711
10068416,7,1,0,8,0,658
10068419,5,1,1,14,0,599
10068422,6,1,0,9,0,627
10068423,9,1,1,1,0,628
10068425,5,1,0,12,0,651
10068426,7,1,1,6,0,668
10068427,9,1,0,14,0,674
10068428,4,1,0,1,0,623
10068429,8,1,1,10,0,646
10068430,6,2,1,10,0,660
10068433,8,1,1,9,0,675
10068435,7,1,1,9,0,601
10068436,3,1,0,9,0,636
10068437,9,2,1,3,1,614
10068440,6,1,0,3,0,627
10068441,9,1,0,3,0,607
10068444,4,2,1,7,0,654
10068445,3,1,1,11,0,615
10068446,8,1,1,1,0,702
10068447,9,1,0,3,0,676
10068449,5,1,0,10,0,600
10068451,5,1,0,2,0,644
10068452,6,1,1,4,0,675
10068454,5,2,1,2,1,559
10068455,6,1,0,2,0,732
10068458,5,1,1,8,0,692
10068460,7,1,0,7,0,654
10068464,7,1,1,5,0,625
10068466,6,2,1,5,1,688
10068467,4,2,1,20,1,566
10068468,9,1,1,47,0,639
10068469,9,1,1,3,0,680
10068470,5,2,1,1,0,648
10068472,6,1,0,11,0,679
10068477,8,2,0,8,1,626
10068478,4,1,0,18,0,596
10068483,9,2,0,1,1,686
10068485,9,1,1,11,0,652
10068486,8,1,1,9,0,736
10068487,8,1,1,12,0,607
10068489,9,2,1,8,1,596
10068491,9,2,1,1,1,674
10068492,5,1,1,7,0,606
10068494,3,1,1,8,0,629
10068497,7,1,0,8,0,643
10068498,4,2,1,13,0,669
10068499,8,1,1,7,0,610
10068500,8,1,0,7,0,588
10068501,9,2,0,6,1,664
10068503,8,1,0,8,0,681
10068504,3,1,1,20,0,519
10068505,4,1,1,8,0,605
10068508,6,1,1,4,0,710
10068509,6,1,1,4,1,624
10068510,7,2,1,5,1,668
10068511,6,1,0,3,0,646
10068512,7,1,0,4,0,698
10068515,8,1,1,3,0,603
10068517,9,1,0,7,0,719
10068518,6,1,0,21,0,627
10068519,6,1,1,3,1,732
10068521,6,1,1,13,0,581
10068522,5,1,0,12,0,628
10068523,9,1,1,2,0,617
10068524,4,1,0,4,0,625
10068525,8,2,1,7,1,656
10068527,9,2,1,3,1,609
10068528,4,1,0,7,0,619
10068529,5,1,0,1,0,665
10068530,5,1,1,6,1,650
10068531,9,1,0,2,0,655
10068534,4,1,1,2,0,599
10068536,9,1,0,12,0,593
10068537,9,1,1,10,0,592
10068541,7,1,0,10,0,638
10068542,9,1,1,2,0,628
10068543,8,1,0,6,0,676
10068545,3,1,0,4,0,678
10068548,5,2,1,7,1,567
10068549,6,1,1,15,0,532
10068550,4,2,1,2,0,689
10068551,7,2,1,2,1,601
10068552,8,1,1,13,0,671
10068553,9,2,1,26,1,659
10068554,9,2,1,10,1,625
10068557,7,1,0,12,0,594
10068558,5,1,1,1,0,604
10068560,9,2,1,7,1,641
10068561,8,1,0,7,0,597
10068562,9,2,1,2,1,610
10068563,7,1,1,2,0,707
10068564,7,2,1,17,1,612
10068565,9,1,1,1,1,640
10068567,4,2,0,14,1,682
10068569,8,1,1,12,0,550
10068572,5,2,1,4,1,575
10068573,8,1,1,8,0,610
10068579,6,1,0,10,0,651
10068581,5,1,0,11,0,649
10068583,8,1,1,7,0,617
10068585,9,2,0,1,1,638
10068590,9,2,0,1,0,632
10068591,9,1,1,1,0,641
10068592,9,1,0,3,0,689
10068593,9,1,1,12,0,593
10068594,6,1,1,5,0,714
10068595,6,1,1,17,0,589
10068596,9,1,1,1,0,718
10068598,8,1,0,8,0,636
10068599,8,1,1,3,0,674
10068600,9,1,1,3,0,694
10068601,6,2,1,9,1,609
10068604,9,2,1,13,0,651
10068605,6,2,0,14,1,629
10068606,5,1,0,7,0,616
10068607,9,2,1,18,1,574
10068609,7,1,0,9,0,701
10068612,7,1,1,13,0,561
10068613,8,1,1,8,0,651
10068616,4,1,1,3,0,619
10068617,8,1,1,10,0,631
10068618,9,1,0,3,0,675
10068619,9,1,1,6,0,632
10068623,6,1,0,2,0,641
10068624,9,1,1,1,0,725
10068628,5,1,1,25,0,588
10068629,9,1,0,0,0,684
10068631,9,1,0,9,0,573
10068633,6,1,0,8,0,658
10068635,7,1,0,3,0,643
10068637,8,1,1,18,0,643
10068638,9,2,0,2,1,664
10068639,9,1,0,9,0,637
10068640,8,2,1,16,1,596
10068642,6,1,1,22,0,664
10068643,7,1,1,4,0,734
10068645,7,1,1,3,0,653
10068651,4,1,0,2,0,616
10068652,6,2,1,1,1,596
10068653,6,1,0,3,0,621
10068654,5,1,0,4,0,674
10068655,6,1,0,11,0,611
10068657,7,2,1,16,1,623
10068659,8,1,1,11,0,624
10068661,6,2,0,9,1,681
10068662,5,2,1,13,1,591
10068663,9,1,1,10,0,588
10068666,6,1,0,1,0,649
10068667,3,1,1,25,0,607
10068669,7,1,0,1,0,629
10068670,9,1,1,7,0,586
10068672,3,1,1,29,0,512
10068674,9,1,1,2,0,670
10068675,5,1,0,4,0,622
10068676,9,2,1,4,0,683
10068677,9,1,0,11,0,587
10068678,7,1,0,1,0,679
10068681,7,1,1,9,0,652
10068682,8,1,0,13,0,611
10068684,6,1,0,13,0,560
10068686,3,1,0,13,1,617
10068689,7,2,1,1,1,639
10068690,9,1,1,12,0,620
10068692,5,2,1,12,1,536
10068693,9,1,1,2,0,640
10068694,4,1,1,16,0,608
10068695,7,1,0,3,0,662
10068696,8,1,0,10,0,687
10068697,6,1,0,2,0,642
10068698,9,1,1,18,0,668
10068699,9,1,0,11,0,677
10068700,6,2,1,12,1,600
10068701,7,2,1,6,1,684
10068704,3,3,1,15,1,634
10068705,5,2,0,12,1,559
10068709,6,2,1,6,1,646
10068710,8,2,1,13,1,629
10068711,7,1,1,6,0,659
10068712,8,1,1,10,0,629
10068716,9,1,1,2,0,623
10068717,8,2,1,6,1,615
10068719,5,1,1,6,0,641
10068721,8,1,0,3,0,646
10068724,4,1,0,14,0,610
10068725,4,1,0,7,0,709
10068726,8,1,0,9,1,614
10068727,6,1,0,10,0,619
10068728,8,1,0,25,0,606
10068730,7,1,0,8,0,648
10068731,7,1,0,8,0,642
10068732,9,2,0,10,1,636
10068739,9,2,1,1,0,735
10068741,7,2,1,17,1,620
10068742,3,1,0,6,0,640
10068743,7,1,1,5,0,671
10068744,7,1,0,11,0,590
10068745,6,2,0,4,0,648
10068747,8,1,1,9,1,646
10068755,5,1,0,29,0,636
10068756,9,1,1,9,0,665
10068758,7,1,1,3,0,635
10068759,5,1,1,2,0,582
10068760,8,1,1,2,0,633
10068763,3,1,0,6,0,631
10068764,9,1,0,4,0,729
10068765,9,1,0,3,0,681
10068766,7,2,1,12,1,713
10068768,8,1,1,9,0,638
10068770,9,2,1,7,1,580
10068771,9,1,0,13,0,644
10094336,7,1,0,11,0,589
10094337,8,1,0,6,1,604
10094338,9,2,0,10,0,592
10094341,7,1,1,1,0,649
10094342,6,1,0,17,1,605
10094343,4,1,0,19,0,619
10094344,8,1,1,17,0,564
10094346,6,1,1,1,0,621
10094347,8,1,0,4,0,683
10094348,7,1,1,7,1,614
10094349,8,1,0,11,0,658
10094351,6,2,1,6,1,722
10094353,9,1,1,20,0,604
10094354,8,2,1,1,1,616
10094356,7,1,1,13,0,608
10094357,7,1,1,5,0,589
10094358,8,1,1,4,0,659
10094360,8,1,0,6,0,642
10094362,8,1,1,6,0,682
10094363,6,1,1,1,0,592
10094364,8,2,1,12,1,543
10094365,7,1,1,1,0,631
10094367,7,1,0,12,0,707
10094368,8,1,0,4,0,606
10094369,7,1,1,3,0,716
10094373,7,1,0,7,0,683
10094375,8,2,0,10,1,683
10094376,5,2,1,12,1,622
10094378,9,1,0,21,0,673
10094380,8,1,1,4,0,727
10094381,6,1,0,9,0,608
10094382,7,1,1,6,0,649
10094383,5,2,1,13,1,604
10094385,6,1,0,20,0,647
10094386,9,1,0,5,0,677
10094387,4,1,0,1,0,670
10094389,8,2,1,3,1,582
10094393,8,1,1,9,0,648
10094394,9,1,1,1,0,639
10094395,5,1,0,10,0,614
10094397,9,1,1,7,0,568
10094399,6,1,0,11,1,685
10094400,5,1,1,6,0,695
10094405,6,1,1,11,0,664
10094406,3,3,1,6,1,636
10094407,7,1,0,4,0,700
10094408,8,2,1,15,1,551
10094409,7,1,0,7,0,641
10094412,8,1,1,5,0,668
10094413,3,1,1,13,0,648
10094414,9,1,0,2,0,716
10094415,8,1,1,2,0,669
10094417,8,1,1,18,0,560
10094418,8,1,0,14,0,678
10094420,7,1,1,9,0,613
10094421,4,1,1,1,0,659
10094423,8,1,0,1,0,614
10094424,8,1,0,14,0,617
10094425,8,1,0,15,0,594
10094426,7,1,0,4,0,709
10094427,9,1,1,27,0,633
10094429,3,1,1,10,0,633
10094430,5,1,1,19,0,584
10094431,8,1,0,3,0,663
10094433,9,2,0,1,1,644
10094434,6,1,0,30,0,603
10094435,7,1,1,10,0,583
10094437,9,1,0,3,0,626
10094438,3,2,1,6,1,628
10094440,3,1,0,13,0,589
10039030,7,1,0,16,0,595
10039031,9,1,0,8,0,644
10039032,5,2,1,7,0,632
10039033,3,1,1,2,0,626
10039035,7,2,0,9,1,702
10039036,5,2,1,15,0,554
10039037,3,1,1,17,0,628
10039041,4,1,1,14,0,659
10039043,9,1,0,2,0,690
10039044,7,1,1,13,0,564
10039045,5,1,1,6,0,642
10039046,4,2,0,0,1,647
10039047,7,1,1,12,0,585
10039048,5,1,0,11,0,687
10039049,9,1,0,8,0,662
10039050,6,1,0,9,0,647
10039051,7,1,0,13,0,654
10039052,8,1,0,10,0,582
10039053,5,1,1,11,0,596
10039055,5,1,0,0,0,710
10039056,7,1,1,7,0,628
10039058,5,2,1,13,0,611
10039061,6,1,0,17,0,553
10039062,9,1,1,3,0,661
10039063,6,2,0,5,1,636
10039064,7,1,1,2,0,617
10039067,8,1,1,11,1,653
10039068,7,1,1,15,0,508
10039069,8,1,0,1,0,648
10039076,5,2,1,11,1,637
10039080,7,1,1,15,0,590
10039081,9,1,0,13,0,700
10039082,9,1,1,4,0,598
10039083,9,1,1,3,0,588
10039084,9,2,0,2,1,647
10039087,9,1,1,10,1,667
10039088,8,1,0,5,0,702
10039089,4,1,1,14,0,614
10039090,5,1,1,1,0,625
10039092,5,2,0,5,0,664
10039094,8,1,0,5,1,638
10039095,3,1,0,15,0,609
10039096,7,1,0,19,0,640
10039098,9,1,1,16,0,620
10039099,8,1,0,26,0,704
10039101,8,2,1,19,0,607
10039102,7,1,1,5,0,614
10039106,7,1,1,10,0,608
10039107,8,1,0,28,0,616
10039108,6,1,0,5,0,646
10039109,3,1,1,1,0,681
10039110,7,3,0,10,1,703
10039111,6,1,1,14,0,547
10039112,5,1,1,6,0,671
10039113,7,1,1,12,0,600
10039114,7,1,0,4,0,606
10039115,9,3,1,5,1,654
10039116,6,1,0,1,0,658
10039120,8,2,0,6,1,667
10039121,8,1,1,8,0,667
10039125,9,1,1,15,0,651
10039126,4,1,1,10,0,608
10039130,5,2,1,2,1,619
10039131,6,2,0,5,0,724
10039132,6,1,1,9,0,667
10039133,8,1,1,13,0,626
10039135,5,2,1,2,1,684
10039136,8,1,1,4,0,569
10039137,6,1,1,9,0,659
10039138,9,1,1,7,0,658
10039139,9,2,1,15,1,639
10039140,9,1,0,1,0,676
10039141,8,1,0,16,0,590
10039143,5,1,0,13,0,567
10039144,4,2,1,6,1,613
10039147,6,3,1,17,1,615
10039148,5,2,1,13,1,611
10039149,9,1,0,8,0,631
10039150,6,1,0,19,0,673
10039151,7,1,1,1,0,630
10039152,8,1,0,13,0,630
10039154,9,1,0,3,0,641
10039160,7,2,1,9,1,704
10039161,6,1,1,10,0,558
10039162,5,1,0,5,0,581
10039169,9,2,1,6,1,634
10039170,8,1,0,8,0,656
10039171,6,1,1,11,0,684
10039172,8,2,1,11,1,658
10039173,8,1,0,16,0,582
10039174,5,1,1,8,0,614
10039175,8,1,0,15,0,618
10039176,9,1,0,12,0,651
10039177,7,2,1,2,1,655
10039178,7,1,0,12,0,616
10039179,7,1,0,2,0,626
10039181,5,1,1,8,0,614
10039182,6,2,0,9,1,628
10039185,5,1,0,1,0,654
10039187,6,1,0,3,0,757
10039189,6,1,0,6,0,668
10039190,9,2,0,1,1,612
10039191,9,2,1,2,1,582
10039192,5,1,1,9,0,655
10039193,7,1,1,5,0,631
10039194,6,1,1,9,0,619
10039199,7,2,1,74,1,557
10039201,8,2,0,1,0,671
10039202,9,1,1,11,0,696
10039204,9,1,0,1,0,640
10039206,9,1,0,6,0,657
10039207,9,1,0,9,0,623
10039208,7,1,0,2,0,636
10039211,7,1,0,9,0,620
10039212,7,1,1,37,0,607
10039213,5,1,0,1,0,677
10039215,8,1,0,7,0,604
10039216,9,1,0,13,0,615
10039217,7,2,0,13,0,622
10039218,9,1,0,6,0,643
10039221,3,2,1,11,1,660
10039222,8,1,0,8,0,626
10039223,9,2,0,3,1,624
10039224,7,1,0,3,0,657
10039225,7,1,1,3,0,660
10039227,4,1,0,3,0,596
10039228,3,1,0,10,0,686
10039229,7,2,1,19,1,599
10039230,8,1,0,7,0,659
10039232,5,1,1,17,0,546
10039233,3,2,1,3,1,683
10039234,7,2,0,9,1,682
10039235,6,1,1,8,0,668
10039238,3,1,0,11,0,609
10039239,6,1,1,9,0,635
10039242,6,1,0,27,0,627
10039243,4,2,0,7,1,607
10039246,8,2,1,3,1,660
10039247,9,1,1,3,0,657
10039248,6,1,1,20,0,585
10039249,9,1,0,10,0,700
10039253,5,2,0,6,1,658
10039254,8,1,1,8,0,591
10039255,5,1,1,4,0,666
10039256,8,1,0,13,0,592
10039258,5,1,0,20,1,608
10039259,6,1,1,12,0,588
10039260,6,2,1,3,1,578
10039262,8,1,0,10,0,702
10039263,8,1,1,5,0,647
10039264,6,1,0,14,0,655
10039265,4,1,1,15,0,564
10039266,6,1,0,7,0,685
10039268,4,1,1,1,1,634
10039270,8,1,0,1,0,580
10039271,4,1,0,4,0,640
10039272,9,2,1,3,1,604
10039273,8,1,0,5,0,622
10039274,9,1,0,7,0,518
10039275,7,2,1,8,1,584
10039276,8,1,0,1,0,657
10039278,6,1,1,6,0,568
10039281,8,1,1,9,0,581
10039282,8,1,1,7,0,619
10039285,9,1,1,14,0,650
10039287,9,2,1,3,1,698
10039288,7,1,1,6,0,575
10039291,3,1,1,10,0,556
10039292,4,3,1,11,1,594
10039293,9,2,1,4,1,655
10039296,4,1,0,15,0,598
10039298,5,1,1,8,0,514
10039300,9,1,0,12,0,616
10039302,8,1,0,12,0,598
10039303,8,1,1,10,0,523
10039304,7,1,0,2,0,709
10039307,6,1,0,11,0,651
10039308,8,1,0,9,0,682
10039309,8,1,0,18,0,676
10039312,9,1,0,2,0,651
10039314,3,1,0,9,0,639
10039315,3,2,1,1,1,634
10039316,5,1,1,9,0,616
10039317,6,1,0,10,0,671
10039318,9,1,1,12,0,552
10039319,7,1,0,7,1,617
10039322,4,1,0,16,0,653
10039323,9,1,0,2,0,661
10039325,7,1,1,25,0,580
10039326,9,2,1,6,1,680
10039330,5,1,0,14,0,600
10039331,9,1,1,1,0,651
10039332,4,1,0,9,0,617
10039333,9,1,1,6,0,706
10039334,6,1,1,5,0,626
10039335,8,1,0,8,0,631
10039337,7,1,1,16,0,588
10039338,9,1,1,10,0,534
10039341,7,1,0,14,0,655
10039342,9,2,1,2,1,641
10039343,7,1,1,9,0,618
10039344,5,1,0,12,0,646
10039345,9,1,1,17,0,559
10039346,8,1,0,13,0,658
10039348,9,1,1,4,0,659
10039350,7,1,1,4,0,666
10039353,8,1,0,11,0,681
10039354,9,1,0,8,0,675
10039356,7,1,0,2,0,676
10039358,8,1,1,24,0,560
10039360,7,1,1,1,0,636
10039362,9,1,0,17,0,636
10039363,9,2,1,9,0,655
10039364,7,2,1,18,0,648
10039366,8,1,0,11,0,650
10039367,8,1,0,11,0,771
10039369,9,1,0,15,0,607
10039371,4,2,1,3,1,621
10039373,8,2,1,13,1,540
10039374,5,1,1,16,0,591
10039376,8,1,0,8,0,650
10039377,6,2,0,1,0,706
10039379,6,1,1,9,0,603
10039381,7,1,0,10,0,643
10039382,4,2,0,7,0,649
10039383,6,2,1,10,1,583
10039384,6,1,0,13,0,629
10039386,7,1,0,6,0,714
10039388,5,1,0,12,0,633
10039390,3,2,0,2,1,665
10039391,7,1,0,7,0,663
10039392,8,3,0,2,1,609
10039393,9,1,0,15,0,668
10039394,5,1,1,11,0,606
10039396,4,1,0,22,0,614
10039397,8,1,1,11,0,548
10039398,4,1,0,9,0,627
10039402,5,1,0,0,1,648
10039403,8,1,1,4,0,608
10039404,8,1,1,5,0,593
10039406,5,1,1,9,0,670
10039409,9,1,0,9,0,737
10039410,8,1,1,15,0,624
10039413,5,2,1,8,1,633
10039414,7,1,1,11,0,712
10039415,6,2,1,10,1,594
10039416,9,1,1,24,0,578
10039419,9,2,0,4,1,688
10039421,4,1,0,1,0,610
10039422,7,1,0,3,0,660
10039424,7,1,1,6,0,694
10039425,9,1,0,24,0,583
10039426,6,2,1,0,1,694
10039427,8,1,0,20,0,683
10039430,9,1,1,8,0,648
10039431,7,1,1,8,0,637
10039433,4,1,0,1,0,639
10039434,8,2,1,9,1,653
10039435,5,1,1,14,0,646
10039436,6,1,0,14,0,603
10039439,4,1,0,12,0,626
10039440,9,1,0,14,0,606
10039442,9,2,0,2,1,631
10039445,6,2,0,6,1,718
10039446,9,2,1,18,1,525
10039447,7,1,0,10,1,775
10039448,8,1,1,8,0,633
10039450,7,1,1,11,0,652
10039453,7,1,1,9,0,622
10039454,5,1,0,8,0,670
10039458,7,1,1,10,0,656
10039460,3,1,1,11,0,659
10039462,6,1,0,16,0,572
10039463,5,1,1,8,0,635
10039465,9,2,0,1,1,634
10039466,8,2,0,14,0,716
10039468,3,1,0,1,0,693
10039469,9,1,1,6,0,601
10039473,5,1,1,13,0,627
10039474,6,1,0,24,0,604
10039476,7,1,1,4,0,667
10039477,8,2,1,7,1,603
10039478,3,1,1,2,0,620
10039480,7,1,0,4,0,603
10039483,5,1,1,3,0,658
10039484,7,1,0,9,0,636
10039485,3,1,1,2,0,583
10039486,7,1,0,8,0,631
10039487,7,1,1,9,0,681
10039488,7,1,1,11,0,579
10039491,3,1,0,6,0,696
10039494,7,1,1,19,0,636
10039495,9,1,0,14,0,598
10039498,7,1,0,3,0,658
10039500,5,1,0,6,0,678
10039501,5,2,1,2,0,683
10039502,5,1,0,8,1,678
10039503,6,1,1,11,0,648
10039505,8,1,0,18,0,575
10039507,7,1,0,9,0,601
10039508,3,1,1,8,0,594
10039509,5,1,1,2,0,624
10039513,6,1,1,2,0,695
10039514,6,1,0,16,0,636
10039515,5,2,0,1,0,649
10039516,4,1,0,13,0,634
10039517,7,1,0,5,0,667
10039518,7,1,1,6,0,702
10039519,4,1,1,28,0,545
10039520,8,1,1,7,0,604
10039521,4,2,0,20,1,602
10039525,4,2,1,6,0,668
10039526,5,2,0,12,1,637
10039527,6,1,1,14,0,608
10039528,7,1,0,14,0,601
10039530,9,2,1,1,1,718
10039533,8,1,1,7,0,558
10039534,3,1,1,6,0,626
10039536,8,1,0,6,0,631
10039537,7,2,1,2,1,626
10039540,9,1,1,8,1,673
10039541,6,1,1,2,0,622
10039544,8,1,0,17,0,642
10039545,6,2,1,9,1,601
10039546,5,1,0,15,0,627
10039547,7,2,0,4,1,623
10039548,8,1,0,4,0,665
10039549,4,1,0,9,0,660
10039551,5,1,1,2,0,632
10039552,3,1,1,1,0,579
10039553,8,3,1,14,1,591
10039557,4,1,0,20,0,576
10116630,4,1,0,23,0,583
10116631,5,1,0,7,0,670
10116633,7,1,1,3,0,649
10116634,7,1,0,9,0,677
10116635,4,1,1,3,0,638
10116636,7,1,0,22,0,571
10116637,7,1,0,1,0,621
10116638,7,1,1,11,0,590
10116641,9,1,1,10,0,655
10116643,4,3,1,13,1,562
10116644,6,1,1,2,0,633
10116647,3,1,0,12,0,638
10116650,9,2,1,4,1,661
10116652,9,1,1,4,0,629
10116654,8,2,0,13,0,644
10116657,4,2,1,7,1,659
10116658,9,2,1,24,1,527
10116659,4,1,1,4,0,614
10116660,8,1,1,4,0,659
10116661,8,1,1,15,0,612
10116662,6,2,1,38,1,607
10116663,8,1,1,4,0,605
10116664,4,2,1,1,1,685
10116665,7,1,0,0,0,695
10116667,7,1,0,22,0,596
10116668,9,1,0,1,0,669
10116669,4,1,0,13,0,566
10116670,3,1,1,15,0,612
10116673,5,1,1,9,0,620
10116674,7,1,0,1,0,659
10116675,6,1,0,14,0,637
10116676,7,1,1,6,0,605
10116677,7,1,1,1,0,562
10116678,7,1,0,12,0,729
10116679,8,2,1,1,0,658
10116680,5,1,1,4,0,611
10116681,6,1,1,11,0,656
10116682,9,1,0,6,0,698
10116683,7,1,0,0,0,715
10116685,6,1,0,4,0,619
10116686,9,1,1,6,0,701
10116688,5,1,1,2,0,611
10116689,8,1,0,8,0,630
10116690,8,1,0,6,0,661
10116691,6,1,1,2,0,598
10116692,5,2,1,2,1,632
10116693,5,1,0,13,0,642
10116694,4,1,1,6,0,643
10116695,8,1,0,9,1,669
10116698,4,1,1,8,0,619
10116699,8,2,1,3,1,615
10116700,6,1,0,7,0,625
10116701,3,2,1,1,1,626
10116704,8,1,1,3,0,682
10116705,7,1,0,3,0,613
10116707,5,2,1,1,1,709
10116709,5,2,0,1,0,687
10116710,7,1,1,12,0,608
10116712,6,2,0,4,0,655
10116713,4,2,1,11,1,591
10116714,8,1,0,6,0,636
10116715,7,2,1,5,1,682
10116716,7,1,1,1,0,620
10116717,6,2,0,8,1,675
10116718,4,2,1,6,0,663
10116721,4,1,1,1,0,660
10116723,9,2,1,5,0,671
10116724,7,1,1,16,0,525
10116725,9,2,0,2,1,616
10116726,6,1,0,5,0,709
10116727,7,2,1,0,1,576
10116728,9,1,1,6,0,620
10116732,8,1,0,10,0,586
10116734,8,1,0,2,0,606
10116737,9,2,1,3,1,607
10116738,8,1,0,9,0,588
10116740,9,1,1,21,0,546
10116741,9,1,1,8,0,650
10116744,3,1,0,24,0,578
10116748,3,1,0,1,0,580
10116749,9,1,0,6,0,737
10116750,7,2,1,4,1,606
10116751,6,2,1,22,0,679
10116753,3,1,0,6,0,598
10116754,7,1,0,12,0,634
10116755,8,2,1,2,1,622
10116758,8,1,1,4,0,638
10116760,6,1,1,13,0,545
10116761,8,1,1,4,0,707
10116762,9,2,1,6,1,662
10116763,7,1,1,15,0,587
10116765,9,2,0,8,1,653
10116767,3,2,1,4,1,596
10116768,3,1,0,7,0,630
10116769,7,1,0,11,0,652
10116770,4,2,0,10,1,650
10116771,4,1,1,5,0,640
10116772,7,1,0,4,0,659
10116775,9,1,1,6,0,648
10116777,8,1,0,1,0,658
10116779,7,1,0,1,0,652
10116780,6,1,1,20,0,568
10116781,7,1,0,18,0,640
10116782,8,2,1,1,1,619
10116783,8,1,1,7,0,586
10116784,8,2,0,12,1,633
10116785,8,2,1,22,0,664
10116789,5,1,0,12,0,589
10116791,5,2,1,7,1,676
10116792,9,1,1,9,0,679
10116793,4,1,1,15,0,668
10116794,8,1,0,17,0,657
10116795,9,1,0,3,0,641
